year,title,abstract,full_text
1990,An Attractor Neural Network Model of Recall and Recognition,,An Attractor Neural  Network Model of Recall and  Recognition Eytan Ruppin Department of Computer Science School of Mathematical Sciences Sackler Faculty of Exact  Sciences Tel  Aviv University 69978
1990,Training Knowledge-Based Neural Networks to Recognize Genes in DNA Sequences,,Training Knowledge-Based Neural Networks to Recognize Genes in DNA Sequences Michiel O. Noordewier Computer Science Rutgers University New Brunswick
1990,ALCOVE: A Connectionist Model of Human Category Learning,,ALCOVE:  A  Connectionist  Model of Human Category Learning John K.  Kruschke Department of Psychology  and Cognitive Science Program Indiana University
1990,Multi-Layer Perceptrons with B-Spline Receptive Field Functions,,Multi-Layer Perceptrons with B-SpIine Receptive Field Functions Stephen H. Lane
1990,Planning with an Adaptive World Model,,Planning with an Adaptive World  Model Sebastian B.  Thrun German National Research Center for  Computer Science  (GMD) D-5205 St.  Augustin
1990,Simple Spin Models for the Development of Ocular Dominance Columns and Iso-Orientation Patches,,Simple Spin Models for the Development of Ocular Dominance Columns and Iso-Orientation Patches J.D. Cowan & A.E. Friedman Department of Mathematics. Committee on Neurobiology. and Brain Research Institute. The University of Chicago. 5734 S. Univ. Ave .• Chicago. Illinois 60637 Abstract Simple classical spin models well-known to physicists as the ANNNI and Heisenberg XY Models. in which long-range interactions occur in a pattern given by the Mexican Hat operator. can generate many of the structural properties characteristic of the ocular dominance columns and iso-orientation patches seen in cat and primate visual cortex. 1 INTRODUCTION In recent years numerous models for the formation of ocular dominance columns (Malsburg
1990,A Multiscale Adaptive Network Model of Motion Computation in Primates,,A  Multiscale  Adaptive  Network  Model  of Motion  Computation  in  Primates H.  Taichi  Wang Science Center
1990,Speech Recognition Using Connectionist Approaches,,Speech  Recognition using Connectionist Approaches Khalid Choukri SPRINT Coordinator CAP GEMINI  INNOVATION 118 rue  de  Tocqueville
1990,Feedback Synapse to Cone and Light Adaptation,,FEEDBACK SYNAPSE TO CONE AND LIGHT ADAPTATION Josef Skrzypek Machine Perception Laboratory UCLA - Los Angeles
1990,Direct memory access using two cues: Finding the intersection of sets in a connectionist model,,Direct memory access using two cues: Finding the intersection of sets in a connectionist model Janet Wiles
1990,Flight Control in the Dragonfly: A Neurobiological Simulation,,Flight Control in the Dragonfly: A Neurobiological Simulation William  E.  Faller  and  Marvin  W.  Luttges Aerospace Engineering Sciences
1990,A Framework for the Cooperation of Learning Algorithms,,A Framework for  the  Cooperation of  Learning  Algorithms Leon  Bottou Patrick  Gallinari Laboratoire de Recherche en Informatique Universite de Paris XI 91405 Orsay Cedex France Abstract We introduce a framework  for  training architectures composed of several modules. This framework
1990,Continuous Speech Recognition by Linked Predictive Neural Networks,,Continuous Speech Recognition by Linked  Predictive Neural Networks Joe Tebelskis
1990,A B-P ANN Commodity Trader,,A  B-P  ANN  Commodity  Trader Joseph  E.  Collard Martingale  Research  Corporation 100  Allentown  Pkwy.
1990,Statistical Mechanics of Temporal Association in Neural Networks,,Statistical Mechanics of Temporal Association in  Neural Networks with Delayed Interactions Andreas  V.M.  Herz Division of Chemistry Caltech  139-74 Pasadena
1990,Cholinergic Modulation May Enhance Cortical Associative Memory Function,,Cholinergic Modulation May Enhance Cortical Associative Memory Function Michael E. Hasselmo· Computation and Neural Systems Caltech 216-76 Pasadena
1990,Neural Network Application to Diagnostics and Control of Vehicle Control Systems,,Neural Network Application to Diagnostics and Control of Vehicle Control Systems Kenneth A. Marko Research Sta Ford Motor Company Dearborn
1990,Evolution and Learning in Neural Networks: The Number and Distribution of Learning Trials Aect the Rate of Evolution,,EVOLUTION AND LEARNING IN NEURAL NETWORKS: THE NUMBER AND DISTRIBUTION OF LEARNING TRIALS AECT THE RATE OF EVOLUTION Ron Keesing and David G. Stork* Ricoh California Research Center 2882 Sand Hill Road Suite 115 Menlo Park
1990,A Lagrangian Approach to Fixed Points,,A  Lagrangian  Approach to  Fixed  Points Eric Mjolsness Department of Computer Science Yale  University P.O.  Box 2158 Yale Station New  Haven
1990,Neural Network Implementation of Admission Control,,Neural Network Implementation of Admission Control Rodolfo A. Milito
1990,Computing with Arrays of Bell-Shaped and Sigmoid Functions,,Computing with Arrays of Bell-Shaped and Sigmoid Functions Jet  Propulsion Laboratory California Institute of Technology Pierre Baldi· Pasadena
1990,VLSI Implementation of TInMANN,,VLSI Implementation of TInMANN Matt Melton Tan Phan Doug Reeves Dave Van den Bout Electrical and Computer Engineering Dept. North Carolina State University Raleigh
1990,SEXNET: A Neural Network Identifies Sex From Human Faces,,SEXNET: A NEURAL NETWORK IDENTIFIES SEX FROM HUMAN FACES B.A. Golomb
1990,From Speech Recognition to Spoken Language Understanding: The Development of the MIT SUMMIT and VOYAGER Systems,,From Speech Recognition to Spoken Language Understanding: The Development of the MIT SUMMIT and VOYAGER Systems Victor Zue
1990,Generalization by Weight-Elimination with Application to Forecasting,,Generalization by Weight-Elimination with Application to Forecasting Andreas S. Weigend Physics Department Stanford University Stanford
1990,A Novel Approach to Prediction of the 3-Dimensional Structures of Protein Backbones by Neural Networks,,A Novel Approach to Prediction of the 3-Dimensional Structures of Protein Backbones by Neural Networks Henrik Fredholrn l 
1990,Back Propagation Implementation on the Adaptive Solutions CNAPS Neurocomputer Chip,,Back Propagation Implementation on the Adaptive Solutions CNAPS Neurocomputer Chip Hal McCartor Adaptive Solutions Inc. 1400 N.W. Compton Drive Suite 340 Beaverton
1990,Asymptotic slowing down of the nearest-neighbor classifier,,Asymptotic slowing down of the nearest-neighbor classifier Robert R. Snapp CS lEE Department University of Vermont Burlington
1990,Connectionist Approaches to the Use of Markov Models for Speech Recognition,,Connectionist Approaches  to  the  Use  of Markov  Models  for  Speech  Recognition Herve Bourlard t
1990,Signal Processing by Multiplexing and Demultiplexing in Neurons,,Signal Processing by Multiplexing and Demultiplexing in Neurons DavidC. Tam Division of Neuroscience Baylor College of Medicine Houston
1990,Lg Depth Estimation and Ripple Fire Characterization Using Artificial Neural Networks,,Lg DEPTH ESTIMATION AND RIPPLE FIRE CHARACTERIZA TION USING ARTIFICIAL NEURAL NETWORKS ENSCO
1990,RecNorm: Simultaneous Normalisation and Classification applied to Speech Recognition,,RecNorm: Simultaneous Normalisation and Classification applied to Speech Recognition John S. Bridle Royal Signals and Radar Est. Great Malvern UK WR143PS Stephen J. Cox British Telecom Research Labs. Ipswich UK IP57RE Abstract A particular form of neural network is described
1990,A four neuron circuit accounts for change sensitive inhibition in salamander retina,,A four neuron circuit accounts for change sensitive inhibition in salamander retina Jerey L. Teeters Lawrence Livennore Lab PO Box 808
1990,A Method for the Eicient Design of Boltzmann Machines for Classiication Problems,,A Method for the Eicient Design of Boltzmann Machines for Classification Problems Ajay Gupta and Wolfgang Maass· Department of Mathematics
1990,How Receptive Field Parameters Aect Neural Learning,,How Receptive Field Parameters Aect  Neural Learning Bartlett W.  Mel CNS  Program Caltech
1990,Proximity Eect Corrections in Electron Beam Lithography Using a Neural Network,,Proximity Eect Corrections in Electron Beam Lithography Using a Neural Network Robert C. Frye AT &T Bell Laboratories 600 Mountain A venue Murray Hill. NJ 08854 Kevin D. Cummings* AT&T Bell Laboratories 600 Mountain Avenue Murray Hill. NJ 08854 Edward A. Rietman AT&T Bell Laboratories 600 Mountain A venue Murray Hill. NJ 08854 Abstract We have used a neural network to compute corrections for images written by electron beams to eliminate the proximity eects caused by electron Iterative methods are eective. but require prohibitively scattering. computation time. We have instead trained a neural network to perform equivalent corrections. resulting in a significant speed-up. We have examined hardware implementations using both analog and digital electronic networks. Both had an acceptably small error of 0.5% compared to the iterative results. Additionally. we verified that the neural network correctly generalized the solution of the problem to include patterns not contained in its training set. We have experimentally verified this approach on a Cambridge Instruments EBMF 10.5 exposure system. 1 INTRODUCTION Scattering imposes limitations on the minImum feature sizes that can be reliably obtained with electron beam lithography. Linewidth corrections can be used to control the dimensions of isolated features (i.e. intraproximity. Sewell. 1978). but meet with little success when dealing with the same features in a practical context. where they are surrounded by other features (i.e. interproximity). Local corrections have been proposed using a self-consistent method of computation for the desired incident dose pattern (parikh. 1978). Such techniques require inversion of large matrices and prohibitive amounts of computation time. Lynch et al .• 1982. have proposed an analytical method for proximity corrections based on a solution of a set of approximate equations
1990,Exploiting Syllable Structure in a Connectionist Phonology Model,,Exploiting Syllable Structure in a Connectionist Phonology Model David S. Touretzky  Deirdre W. Wheeler School of Computer Science Carnegie Mellon University Pittsburgh
1990,Integrated Modeling and Control Based on Reinforcement Learning and Dynamic Programming,,Integrated Modeling and Control Based on Reinforcement Learning and Dynamic Programming Richard S. Sutton GTE Laboratories Incorporated Waltham
1990,A Connectionist Learning Control Architecture for Navigation,,A Connectionist Learning Control Architecture for Navigation Jonathan R. Bachrach Department of Computer and Information Science University of Massachusetts Amherst
1990,On Stochastic Complexity and Admissible Models for Neural Network Classifiers,,On Stochastic  Complexity and  Admissible Models  for  Neural Network  Classifiers Padhraic Smyth Communications  Systems  Research Jet Propulsion  Laboratory California Institute of Technology Pasadena
1990,Analog Computation at a Critical Point: A Novel Function for Neuronal Oscillations?,,Analog Computation at a Critical Point: A Novel Function for Neuronal Oscillations? Leonid Kruglyak and Willianl Bialek Depart.ment of Physics University of California at Berkeley Berkeley
1990,Integrated Segmentation and Recognition of Hand-Printed Numerals,,Integrated Segmentation and Recognition of Hand-Printed Numerals James D.  Keeler· MCC 3500 W.  Balcones  Ctr.  Dr. Austin
1990,Speech Recognition Using Demi-Syllable Neural Prediction Model,,Speech Recognition Using Demi-Syllable  Neural Prediction Model Ken-ichi Iso  and Takao Watanabe C  &  C  Information Technology  Research  Laboratories 4-1-1  Miyazaki
1990,A Recurrent Neural Network Model of Velocity Storage in the Vestibulo-Ocular Reflex,,A Recurrent Neural Network Model of Velocity Storage in the Vestibulo-Ocular Reflex Thomas J. Anastasio Department of Otolaryngology University of Southern California School of Medicine Los Angeles
1990,The Devil and the Network: What Sparsity Implies to Robustness and Memory,,The Devil and the Network: What Sparsity Implies to Robustness and Memory Sanjay Biswas and Santosh S. Venkatesh Department of Electrical Engineering University of Pennsylvania Philadelphia
1990,Development and Spatial Structure of Cortical Feature Maps: A Model Study,,Development  and  Spatial Structure of Cortical Feature  Maps:  A  Model  Study K.  0 berulayer Beckman-Institute University  of Illinois Urbana
1990,Connectionist Implementation of a Theory of Generalization,,Connectionist Implementation of a Theory of Generalization Roger N. Shepard Department of Psychology Stanford University Stanford
1990,Discrete Aine Wavelet Transforms For Anaylsis And Synthesis Of Feedfoward Neural Networks,,Discrete Aine Wavelet Transforms For Analysis And Synthesis Of Feedforward Neural Networks Y. c. Pati and P. S. Krishnaprasad Systems Research Center and Department of Electrical Engineering University of Maryland
1990,Convergence of a Neural Network Classifier,,Convergence  of a  Neural  Network  Classifier John  S.  Baras Systems  Research  Center University  of Maryland College  Park
1990,Optimal Sampling of Natural Images: A Design Principle for the Visual System,,Optimal Sampling of Natural Images: A Design Principle for the Visual System? William Bialek
1990,Time Trials on Second-Order and Variable-Learning-Rate Algorithms,,Time Trials on Second-Order and Variable-Learning-Rate Algorithms Richard Rohwer Centre for Speech Technology Research Edinburgh University 80
1990,A competitive modular connectionist architecture,,A competitive modular connectionist architecture Robert A. Jacobs and Michael I. Jordan Department of Brain & Cognitive Sciences Massachusetts Institute of Technology Cambridge
1990,A Model of Distributed Sensorimotor Control in the Cockroach Escape Turn,,A Model of Distributed Sensorimotor Control in the Cockroach Escape Turn R.D. Beer1
1990,A VLSI Neural Network for Color Constancy,,A VLSI Neural Network for Color Constancy Andrew Moore Computation and Neural Systems Program
1990,Stereopsis by a Neural Network Which Learns the Constraints,,Stereopsis by a Neural Network Which Learns the Constraints Alireza Khotanzad and Ying-Wung Lee Image Processing and Analysis Laboratory Electrical Engineering Department Southern Methodist University Dallas
1990,The Tempo 2 Algorithm: Adjusting Time-Delays By Supervised Learning,,The Tempo 2 Algorithm:  Adjusting Time-Delays By Supervised Learning Ulrich Bodenhausen and Alex Waibel School of Computer Science Carnegie Mellon University Pittsbwgh
1990,Learning Theory and Experiments with Competitive Networks,,Learning  Theory and  Experiments with Competitive Networks Gri L.  Bilbro North  Carolina State University Box 7914 Raleigh
1990,Further Studies of a Model for the Development and Regeneration of Eye-Brain Maps,,Further Studies of a Model for the Development and Regeneration of Eye-Brain Maps J.D. Cowan & A.E. Friedman Department of Mathematics
1990,The Recurrent Cascade-Correlation Architecture,,The Recurrent Cascade-Correlation Architecture Scott E. Fahlman School of Computer Science Carnegie Mellon University Pittsburgh
1990,Sequential Adaptation of Radial Basis Function Neural Networks and its Application to Time-series Prediction,,Sequential Adaptation of Radial Basis Function Neural Networks and its Application to Time-series Prediction v. Kadirkamanathan Engineering Department Cambridge University Cambridge CB2 IPZ
1991,English Alphabet Recognition with Telephone Speech,,English Alphabet Recognition with Telephone Speech Mark Fanty
1991,Recognizing Overlapping Hand-Printed Characters by Centered-Object Integrated Segmentation and Recognition,,Recognizing Overlapping Hand-Printed Characters by Centered-Object Integrated Segmentation and Recognition Gale L. Martin- & Mosfeq Rashid MCC Austin
1991,Adaptive Soft Weight Tying using Gaussian Mixtures,,Adaptive  Soft  Weight  Tying using  Gaussian  Mixtures Steven J.  Nowlan Computational  Neuroscience  Laboratory The Salk  Institute
1991,Multi-State Time Delay Networks for Continuous Speech Recognition,,Multi-State Time Delay Neural Networks for Continuous Speech Recognition Patrick Haner CNET Lannion A TSSIRCP 22301 LANNION
1991,Neural Network - Gaussian Mixture Hybrid for Speech Recognition or Density Estimation,,Neural Network - Gaussian Mixture Hybrid for Speech Recognition or Density Estimation Yoshua Bengio Dept. Brain and Cognitive Sciences Massachusetts Institute of Technology Cambridge
1991,Threshold Network Learning in the Presence of Equivalences,,Threshold  Network  Learning  in the Presence of Equivalences John Shawe-Taylor Department of Computer  Science Royal Holloway  and  Bedford  New  College University  of London Egham
1991,Node Splitting: A Constructive Algorithm for Feed-Forward Neural Networks,,Node Splitting: A Constructive Algorithm for Feed-Forward Neural Networks Mike Wynne-Jones Research Initiative in Pattern Recognition St. Andrews Road
1991,Structural Risk Minimization for Character Recognition,,Structural Risk Minimization for Character Recognition I. Guyon
1991,Computer Recognition of Wave Location in Graphical Data by a Neural Network,,Computer  Recognition  of  Wave  Location in  Graphical  Data  by  a  Neural  Network Donald  T.  Freeman School of Medicine University of Pittsburgh Pittsburgh. PA  15261 Abstract Five experiments were performed using several neural  network architectures to identify  the  location  of a  wave  in  the  time  ordered  graphical  results  from  a medical  test.  Baseline  results  from  the  first  experiment  found  correct identification of the  target  wave in  85%  of cases  (n=20).  Other  experiments investigated the eect of dierent architectures and preprocessing the raw data on the results.  The methods used seem most appropriate for time oriented graphical data  which  has  a clear starting point such  as  electrophoresis  Or  spectrometry rather than continuous teSts such as ECGs and EEGs. I INTRODUCTION Complex  wave  form  recognition  is  generally  considered  to  be  a  diicult  task  for machines.  Analytical approaches to this problem have been described and they work with reasonable accuracy  (Gabriel  et  al.  1980.  Valdes-Sosa  et al.  1987)  The  use  of these techniques
1991,Improved Hidden Markov Model Speech Recognition Using Radial Basis Function Networks,,Improved Hidden Markov Model Speech Recognition Using Radial Basis Function Networks Elliot Singer and Richard P. Lippmann Lincoln Laboratory
1991,Connectionist Optimisation of Tied Mixture Hidden Markov Models,,Connectionist  Optimisation of Tied Mixture Hidden Markov Models Steve  Renals Nelson Morgan ICSI Berkeley  CA  94704 USA Herve Bourlard L&H  Speech products leper  B-9800 Belgium Horacio Franco Michael Cohen SRI International Menlo  Park CA  94025 USA Abstract Issues  relating  to  the  estimation  of hidden  Markov  model  (HMM)  local probabilities are  discussed.  In  particular  we  note  the  isomorphism of ra(cid:173)dial  basis  functions  (RBF)  networks  to  tied  mixture  density  modellingj additionally  we  highlight  the  dierences  between  these  methods  arising from  the  dierent  training  criteria  employed.  We  present  a  method  in which  connectionist  training  can  be  modified  to  resolve  these  dierences and  discuss  some preliminary experiments.  Finally
1991,Principled Architecture Selection for Neural Networks: Application to Corporate Bond Rating Prediction,,Principled Architecture Selection for Neural Networks: Application to Corporate Bond Rating Prediction John Moody Department of Computer Science Yale University P. O. Box 2158 Yale Station New Haven
1991,Extracting and Learning an Unknown Grammar with Recurrent Neural Networks,,Extracting and Learning an Unknown Grammar with Recurrent Neural Networks C.L.Gnes·
1991,Network activity determines spatio-temporal integration in single cells,,Network activity determines spatio-temporal integration in single cells Ojvind Bernander
1991,Image Segmentation with Networks of Variable Scales,,Image Segmentation with Networks of Variable Scales Hans P.  Grar Craig R.  Nohl AT&T Bell Laboratories Crawfords Comer Road Holmdel
1991,Decoding of Neuronal Signals in Visual Pattern Recognition,,Decoding of Neuronal Signals  in Visual Pattern Recognition Emad N  Eskandar Barry J  Richmond Laboratory of Neuropsychology National Institute of Mental  Health Laboratory of Neuropsychology National Institute of Mental  Health Bethesda MD 20892  USA Bethesda MD 20892  USA John A  Hertz Lance M  Optican NORDITA B1egdamsvej  17 DK-2100  Copenhagen  0
1991,Learning in Feedforward Networks with Nonsmooth Functions,,Learning in Feedforward Networks with Nonsmooth Functions Nicholas J. Redding· Information Technology Division Defence Science and Tech. Org. P.O. Box 1600 Salisbury Adelaide SA 5108 Australia T.Downs Intelligent Machines Laboratory Dept of Electrical Engineering University of Queensland Brisbane Q 4072 Australia Abstract This paper is concerned with the problem of learning in networks where some or all of the functions involved are not smooth. Examples of such networks are those whose neural transfer functions are piecewise-linear and those whose error function is defined in terms of the 100 norm. Up to now
1991,Constructing Proofs in Symmetric Networks,,Constructing Proofs in Symmetric Networks Gadi Pinkas Computer Science Department Washington University Campus Box 1045 St. Louis
1991,A Weighted Probabilistic Neural Network,,A Weighted Probabilistic Neural Network David Montana Bolt Beranek and Newman Inc. 10 Moulton Street Cambridge
1991,Shooting Craps in Search of an Optimal Strategy for Training Connectionist Pattern Classifiers,,Shooting Craps in Search of an Optimal Strategy for Training Connectionist Pattern Classifiers J. B. Hampshire IT and B. V. K. Vijaya Kumar Department of Electrical & Computer Engineering Carnegie Mellon University Pittsbwgh. PA 15213-3890 hamps@speechl.cs.cmu.edu and kumar@gauss.ece.cmu.edu Abstract We compare two strategies for training connectionist (as well as non(cid:173)connectionist) models for statistical pattern recognition. The probabilistic strat(cid:173)egy is based on the notion that Bayesian discrimination (i.e .• optimal classifica(cid:173)tion) is achieved when the classifier learns the a posteriori class distributions of the random feature vector. The dierential strategy is based on the notion that the identity of the largest class a posteriori probability of the feature vector is all that is needed to achieve Bayesian discrimination. Each strategy is directly linked to a family of objective functions that can be used in the supervised training procedure. We prove that the probabilistic strategy -linked with error measure objective functions such as mean-squared-error and cross-entropy -typically used to train classifiers necessarily requires larger training sets and more complex classifier architectures than those needed to approximate the Bayesian discrim(cid:173)linked inant function. In contrast. we prove that the dierential strategy -with classificationfigure-of-merit objective functions (CF'MmoIlO) [3] -requires the minimum classifier functional complexity and the fewest training examples necessary to approximate the Bayesian discriminant function with specified pre(cid:173)cision (measured in probability of error). We present our proofs in the context of a game of chance in which an unfair C-sided die is tossed repeatedly. We show that this rigged game of dice is a paradigm at the root of all statistical pattern recognition tasks. and demonstrate how a simple extension of the concept leads us to a general information-theoretic model of sample complexity for statistical pattern recognition. 1125 1126 Hampshire and Kumar 1 Introduction Creating a connectionist pattern classifier that generalizes well to novel test data has recently focussed on the process of finding the network architecture with the minimum functional complexity necessary to model the training data accurately (see
1991,Multimodular Architecture for Remote Sensing Operations.,,Multimodular Architecture for Remote Sensing Operations. Sylvie Thiria(1
1991,Learning in the Vestibular System: Simulations of Vestibular Compensation Using Recurrent Back-Propagation,,Learning in the Vestibular System: Simulations of Vestibular Compensation Using Recurrent Back-Propagation Thomas J.  Anastasio University of Dlinois Beckman Institute 405 N.  Mathews Ave. Urbana
1991,Repeat Until Bored: A Pattern Selection Strategy,,Repeat Until  Bored:  A  Pattern  Selection  Strategy Paul  W.  Munro Depamnent of Information Science University of Pittsburgh Pittsburgh
1991,Refining PID Controllers using Neural Networks,,Refining PIn Controllers using Neural Networks Gary M. Scott Jude W. Shavlik Department of Chemical Engineering Department of Computer Sciences 1415 Johnson Drive University of Wisconsin Madison
1991,A Cortico-Cerebellar Model that Learns to Generate Distributed Motor Commands to Control a Kinematic Arm,,A Cortico-Cerebellar Model that Learns to Generate Distributed Motor Commands to Control a Kinematic Arm N.E. Berthier S.P. Singh A.G. Barto Department of Computer Science University of Massachusetts Amherst
1991,Linear Operator for Object Recognition,,Linear Operator for  Object  Recognition Ronen  Bssri Shimon Ullman· M.I.T.  Artificial Intelligence Laboratory and Department of Brain  and Cognitive Science 545 Technology Square Cambridge
1991,Learning Unambiguous Reduced Sequence Descriptions,,LEARNING  UNAMBIGUOUS  REDUCED SEQUENCE DESCRIPTIONS Jiirgen Schmidhuber Dept.  of Computer Science University  of Colorado Campus Box 430 Boulder
1991,Dynamically-Adaptive Winner-Take-All Networks,,Dynamically-Adaptive Winner-Take-All Networks Treat  E.  Laale Artif1cia1IntcUigeoce Laboratory Computer Science Department Univmity of California. Los Angeles. CA  90024 Abstract Winner-Take-All  (WTA)  networks.  in  which  inhibitory  interconnec(cid:173)tions are used to determine the most highly-activated of a pool of unilS. are an important part of many  neural network models.  Unfortunately
1991,Some Approximation Properties of Projection Pursuit Learning Networks,,Some Approximation Properties of Projection Pursuit Learning Networks Ying  Zhao  Christopher G.  Atkeson The Artificial Intelligence Laboratory Massachusetts Institute of Technology Cambridge
1991,Unsupervised learning of distributions on binary vectors using two layer networks,,Unsupervised learning of distributions on binary vectors using two layer networks Yoav Freund· Computer and Information Sciences University of California Santa Cruz Santa Cruz
1991,Best-First Model Merging for Dynamic Learning and Recognition,,Best-First Model Merging for Dynamic Learning and Recognition Stephen M. Omohundro International Computer Science Institute 1947 CenteJ' Street
1991,Neural Computing with Small Weights,,Neural  Computing with Small Weights Dept.  of Electrical &  Computer Engineering University  of California
1991,A Segment-Based Automatic Language Identification System,,A  Segment-based Automatic Language Identification System Yeshwant K.  Muthusamy &  Ronald A.  Cole Center for  Spoken Language Understanding Oregon  Graduate Institute of Science  and Technology Beaverton OR 97006-1999 Abstract We have developed  a four-language automatic language identification sys(cid:173)tem  for  high-quality  speech.  The  system  uses  a  neural  network-based segmentation algorithm to segment speech  into seven  broad phonetic cat(cid:173)egories.  Phonetic  and prosodic features  computed on  these  categories  are then  input to a  second  network that performs the language classification. The system was trained  and tested on separate sets  of speakers of Ameri(cid:173)can English
1991,A Topographic Product for the Optimization of Self-Organizing Feature Maps,,A Topographic Product for the Optimization of Self-Organizing Feature Maps -Hans-Ulrich Bauer
1991,Learning How to Teach or Selecting Minimal Surface Data,,Learning  How To  Teach or Selecting Minimal Surface  Data Davi Geiger Ricardo A.  Marques Pereira Siemens Corporate  Research
1991,Visual Grammars and Their Neural Nets,,Visual Grammars and  their Neural  Nets Eric  Mjolsness Department of Computer Science Yale University New  Haven
1991,Hierarchical Transformation of Space in the Visual System,,Hierarchical Transformation of Space in the Visual System Alexandre Pouget Stephen A.  Fisher Terrence J.  Sejnowski Computational Neurobiology  Laboratory The Salk Institute La Jolla
1991,Illumination and View Position in 3D Visual Recognition,,Illumination and  View Position in  3D Visual Recognition Amnon  Shashua M.LT.  Artificial  Intelligence Lab.
1991,Constant-Time Loading of Shallow 1-Dimensional Networks,,Constant-Time Loading of Shallow 1-Dimensional Networks Stephen Judd Siemens Corporate Research
1991,Combined Neural Network and Rule-Based Framework for Probabilistic Pattern Recognition and Discovery,,Combined Neural Network and Rule-Based Framework for Probabilistic Pattern Recognition and Discovery Hayit K. Greenspan and Rodney Goodman Department of Electrical Engineering California Institute of Technology
1991,Experimental Evaluation of Learning in a Neural Microsystem,,Experimental Evaluation of Learning in a Neural Microsystem Joshua Alspector Anthony Jayakumar Stephan Lunat Bellcore Morristown
1991,Recurrent Eye Tracking Network Using a Distributed Representation of Image Motion,,A  Neural  Network for  Motion  Detection of Drift-Balanced  Stimuli Hilary  Tunley* School of Cognitive and  Computer Sciences Sussex  University Brighton
1991,Against Edges: Function Approximation with Multiple Support Maps,,Against Edges: Function Approximation with Multiple Support Maps Trevor Darrell and Alex Pentland Vision and Modeling Group
1991,Induction of Multiscale Temporal Structure,,Induction of Multiscale Temporal  Structure Michael C.  Moser Department of Computer Science  &: Institute of Cognitive  Science University  of Colorado Boulder
1991,Locomotion in a Lower Vertebrate: Studies of the Cellular Basis of Rhythmogenesis and Oscillator Coupling,,Locomotion  in a  Lower Vertebrate: Studies of the Cellular Basis  of Rhythmogenesis and  Oscillator Coupling James  T.  Buchanan Department  of Biology Marquette  University Milwaukee
1991,Single Neuron Model: Response to Weak Modulation in the Presence of Noise,,SINGLE NEURON MODEL: RESPONSE TO WEAK MODULATION IN THE PRESENCE OF NOISE A. R. Bu/
1991,Fast Learning with Predictive Forward Models,,Fast Learning with Predictive Forward Models Carlos Brody· Dept. of Computer Science lIMAS
1991,Nonlinear Pattern Separation in Single Hippocampal Neurons with Active Dendritic Membrane,,Nonlinear Pattern Separation in Single Hippocampal Neurons with Active Dendritic Membrane Anthony M. Zador t t Depts. of Psychology and Cellular &  Molecular Physiology Yale University New Haven
1991,A Neural Network for Motion Detection of Drift-Balanced Stimuli,,A  Neural  Network for  Motion  Detection of Drift-Balanced  Stimuli Hilary  Tunley* School of Cognitive and  Computer Sciences Sussex  University Brighton
1991,Generalization Performance in PARSEC - A Structured Connectionist Parsing Architecture,,Generalization Performance in PARSEC-A Structured Connectionist Parsing Architecture Ajay N. Jain· School of Computer Science Carnegie Mellon University Pittsburgh
1991,Hierarchies of adaptive experts,,Hierarchies of adaptive experts Michael I. Jordan Robert A. Jacobs Department of Brain and Cognitive Sciences Massachusetts Institute of Technology Cambridge
1991,Optical Implementation of a Self-Organizing Feature Extractor,,Optical Implementation of a Self·Organizing Feature Extractor Dana Z. Anderson*
1991,A Neurocomputer Board Based on the ANNA Neural Network Chip,,A  Neurocomputer Board  Based on the ANNA Neural Network  Chip Eduard Sackinger
1991,Adaptive Synchronization of Neural and Physical Oscillators,,Adaptive Synchronization of Neural and Physical Oscillators Kenji Doya University of California
1991,Recurrent Networks and NARMA Modeling,,Recurrent Networks and N ARMA Modeling Jerome Connor Les E. Atlas Douglas R. Martin FT-lO Interactive Systems Design Laboratory Dept. of Electrical Engineering University of Washington Seattle
1991,ANN Based Classification for Heart Defibrillators,,ANN Based Classification for Heart Defibrillators M. Jabri
1991,Adaptive Development of Connectionist Decoders for Complex Error-Correcting Codes,,Adaptive Development of Connectionist Decoders for  Complex Error-Correcting Codes Sheri L.  Gish  Mario Blalull IBM  Rf'search  Division Almaden  Research  Center 650  Harry  Road San  Jose
1991,Self-organization in real neurons: Anti-Hebb in 'Channel Space'?,,Self-organisation in real neurons: Anti-Hebb in 'Channel Space'? Anthony J. Bell AI-lab
1991,Tangent Prop - A formalism for specifying selected invariances in an adaptive network,,Tangent Prop - A formalism for specifying selected invariances in an adaptive network Patrice Simard AT&T Bell Laboratories 101 Crawford Corner Rd Holmdel
1991,Human and Machine 'Quick Modeling',,Human and Machine 'Quick Modeling' Jakob Bernasconi Asea Brown Boveri Ltd Corporate Research CH-5405 Baden
1991,Practical Issues in Temporal Dierence Learning,,Practical Issues  in Temporal Dierence Learning Gerald  Tesauro IBM  Thomas J. Watson Research  Center P.  O.  Box  704 Yorktown Heights
1991,A Network of Localized Linear Discriminants,,A Network of Localized Linear Discriminants Martin S.  Glassman Siemens Corporate Research 755 College Road East Princeton
1991,Multi-Digit Recognition Using a Space Displacement Neural Network,,Multi-Digit  Recognition  Using  A  Space Displacement  Neural Network Ofer Matan*
1991,JANUS: Speech-to-Speech Translation Using Connectionist and Non-Connectionist Techniques,,JANUS: Speech-to-Speech Translation Using Connectionist and Non-Connectionist Techniques Alex Waibel·  Ajay N. Jain t Arthur McNair  Joe Tebelskis School of Computer Science Carnegie Mellon University Pittsburgh
